location_id,address_1,address_2,city,state,zip,county,country,location_source_value,latitude,longitude
5195,181 Feil Manor Apt 65,,Marblehead,,,Essex County,FI,6a61c826-6b13-46b4-ac3c-91765ca887bf,42.4572907261053,-70.881579895973
5196,572 Schaden Run Unit 77,,Framingham,,1702,Middlesex County,FI,6a6ac90a-8f8c-4302-af00-43d3427e317e,42.2365848716868,-71.3981437663022
5197,596 Ebert Ville,,Reading,,,Middlesex County,FI,6a7a252c-4baa-4122-bb23-78b075826892,42.508472390569,-71.0912021937432
5198,885 Connelly Rue Apt 89,,Agawam,,1030,Hampden County,FI,6a7f1a3d-4740-4209-b1e3-3ed4d1f94392,42.0992252943698,-72.6193338940412
5199,686 Leffler Spur,,Foxborough,,,Norfolk County,FI,6a854e7c-7f62-4127-be0c-b8986d6007f7,42.0576439912997,-71.2709216445752
5200,1040 Shields Divide Suite 9,,Boston,,2131,Suffolk County,FI,6a872722-4f78-4a17-81a5-55b6e703addd,42.2955532507063,-71.024955661222
5201,148 Macejkovic Harbor Apt 99,,Braintree,,,Norfolk County,FI,6a88bfad-255c-4344-be95-0ef5da8062b8,42.2192632652968,-71.0070830505484
5202,205 Turner Harbor Suite 14,,Boston,,2120,Suffolk County,FI,6a8bc8aa-0cb1-40c4-8387-98b2ef098f4e,42.4062812197835,-70.989260849302
5203,889 Ziemann Spur Unit 63,,Danvers,,1923,Essex County,FI,6a8e18c7-0464-44ec-91d0-7b2da5dd6bb2,42.6107949108396,-70.9757879975413
5204,136 Welch Ville,,Halifax,,,Plymouth County,FI,6a955583-8201-495b-8ac2-893d75ffdfc6,41.9555474783614,-70.9059688039665
5205,926 Wilderman Underpass,,Randolph,,2368,Norfolk County,FI,6a9a8e6c-cb06-4af4-b7cb-91ef07bfffce,42.136893388671,-71.0469792943158
5206,239 Hamill Underpass,,Salem,,,Essex County,FI,6aac8cb4-eda5-4cc2-b619-0b43c1a30ad9,42.5472299095034,-70.8302478750135
5207,455 Cormier Mission,,Ipswich,,1938,Essex County,FI,6ab2b65d-40af-4d41-bf69-76f58000b8ad,42.7431867789884,-70.854741207996
5208,222 Lind Club Suite 18,,Revere,,,Suffolk County,FI,6ab365fe-88f3-4de3-a590-69b5ba718827,42.4256092861745,-71.0062926890473
5209,375 Schmidt Track Suite 46,,New Bedford,,2740,Bristol County,FI,6ab71d0f-74e2-45bd-9ba1-1efc7735a51d,41.7076160789017,-70.9379001186058
5210,531 Schulist Path Suite 17,,Chicopee,,,Hampden County,FI,6ac15864-ce2d-4543-8279-8d6645c2ed88,42.1749405819474,-72.6066151142268
5211,987 Nader Run,,Lynn,,1901,Essex County,FI,6ac6ab02-6963-4ed2-a208-3093495c6fc9,42.4965274196238,-70.921441350213
5212,152 Cole Light Apt 3,,Brookline,,2446,Norfolk County,FI,6ad15af8-e759-4ba3-ac9e-65b6c78fb9c1,42.392951184663,-71.1402495717463
5213,190 Hodkiewicz Gate Suite 39,,Lynn,,1906,Essex County,FI,6ad9c9c8-a6ac-4ce0-ba0b-e8f127410644,42.4347095003016,-70.9956115074488
5214,1006 Kovacek Orchard Apt 92,,Reading,,1867,Middlesex County,FI,6ad9e0c0-e1c8-418f-bccd-5ff2ffa646aa,42.5105338569688,-71.1375103219902
5215,261 Kerluke Rest,,Worcester,,1545,Worcester County,FI,6aec13dc-e2db-49db-878b-967c43d7e8f8,42.2937586720854,-71.817092992453
5216,825 Runolfsdottir Approach,,Saugus,,1906,Essex County,FI,6aee0b5a-d0d2-4a4f-9ca7-0dee5d7b0721,42.5114730100091,-70.9920587996524
5217,611 Wiza Bay,,Oxford,,1540,Worcester County,FI,6af04561-dbb7-4309-bef4-9896a8c00a3f,42.068300274884,-71.8820614394001
5218,637 Schimmel Rue,,Easthampton,,1027,Hampshire County,FI,6af5133c-1427-421b-a3de-b702deb7af8b,42.2565945711522,-72.6775587120482
5219,964 Kling Village Unit 58,,Worcester,,1603,Worcester County,FI,6af6313b-75db-47f3-8cc3-32876289dd03,42.3218924094376,-71.7785349198653
5220,678 Rippin Gardens Apt 79,,Rowley,,,Essex County,FI,6af8382a-74b0-4314-b2af-32dd497bf187,42.6926860777163,-70.9180555908083
5221,340 White Tunnel,,Boston,,2118,Suffolk County,FI,6afed190-2de3-4b9a-9d2b-43c5780dcc5e,42.3986954062921,-70.9354554943264
5222,633 Torp Parade,,Wareham,,,Plymouth County,FI,6b056627-8fc9-4f5d-bd2a-cbc595ccb836,41.8043169405033,-70.6920061268145
5223,978 Schuppe Junction,,Gloucester,,,Essex County,FI,6b0d8a29-8be7-454c-8854-08ebc3369903,42.586597187885,-70.6350670778936
5224,1042 Kling Path Apt 27,,Boston,,2134,Suffolk County,FI,6b0f1d18-4f60-4a49-87af-6c699234454d,42.2502622965546,-71.11072381471
5225,179 Wilkinson Heights Suite 44,,Quincy,,,Norfolk County,FI,6b0f7bb4-6b46-4586-a732-9d056682f2ef,42.3163592149756,-71.060842191587
5226,961 Gutmann Crossroad,,Waltham,,2452,Middlesex County,FI,6b1033ee-1df6-4d74-a238-df1355824033,42.4121362034937,-71.2280565089564
5227,766 Kiehn Spur,,Newton,,,Middlesex County,FI,6b12c705-1860-49a5-8da4-484fc7a22202,42.3557321836474,-71.2657273843523
5228,225 Herzog Estate,,Boston,,2125,Suffolk County,FI,6b148f80-2f5b-4889-9407-ea369616fe73,42.3315249210384,-71.0427127666979
5229,1073 Nitzsche Gate,,Boston,,2163,Suffolk County,FI,6b1f1b99-8cfa-4ae2-9b71-0cdd942ea1be,42.4134342932056,-71.0214801965953
5230,404 Braun Divide,,Brockton,,2301,Plymouth County,FI,6b20a9a3-56a0-4140-afd7-814c3da0753c,42.1623515457293,-70.9745123720317
5231,304 Kling Course Unit 41,,Everett,,,Middlesex County,FI,6b2684e1-5b5f-4d91-abba-8b664e83e172,42.4248770794228,-71.0722097208558
5232,763 Stracke Viaduct,,Boston,,2210,Suffolk County,FI,6b2a8240-2667-4943-a0ff-91a259bc45d1,42.3940328426224,-70.9910727490764
5233,842 Heathcote Fork Unit 37,,Boston,,2124,Suffolk County,FI,6b35d1c4-8021-4504-bd47-7355de186481,42.2405475880975,-71.1580867234455
5234,791 Nolan Tunnel Unit 6,,Attleboro,,,Bristol County,FI,6b39af1e-9c3c-49c8-b256-5b63eced7c65,41.9071718539473,-71.3605451586506
5235,548 Cartwright Lock Suite 96,,Plymouth,,,Plymouth County,FI,6b4a1945-00da-4e3b-8fca-3b45ffea4a3d,41.9157858497458,-70.6526774861817
5236,1018 Shanahan Camp Apt 26,,Auburn,,,Worcester County,FI,6b4bcf10-32b0-46ea-b462-ca3c140dda1f,42.243043372036,-71.8751353344421
5237,165 Fisher Drive Suite 79,,New Bedford,,2746,Bristol County,FI,6b51e16d-862e-4754-8450-73d021ff6976,41.510886531974,-71.0142289898868
5238,615 Hintz Track Apt 16,,Lexington,,2420,Middlesex County,FI,6b529fc8-a5fd-4e7b-917e-87d02cf84518,42.4010561600444,-71.2611689892627
5239,1047 Marquardt Parade,,Weymouth,,2188,Norfolk County,FI,6b586f86-34c4-41cb-97e3-d8bc5d6bac20,42.174753373219,-71.0010727827077
5240,813 Beatty Bay,,Mashpee,,,Barnstable County,FI,6b62036e-3edd-4c04-8141-2a9fec6dfdf2,41.6378646441713,-70.4699277475104
5241,544 Wunsch Approach Suite 79,,Braintree,,2184,Norfolk County,FI,6b71f467-6663-4086-87b3-a62b56b310a4,42.1861495841743,-71.0023831538464
5242,846 Johnston Wall,,Boston,,2121,Suffolk County,FI,6b74c54b-035a-4b2e-a717-e65d3513c3e2,42.3115798631555,-71.1060386065288
5243,980 Marks Parade,,Rockport,,,Essex County,FI,6b7709fc-eb6a-4a38-a478-4afec42fa017,42.6643600369246,-70.5621464613706
5244,348 Bergnaum Rapid Suite 39,,North Adams,,1247,Berkshire County,FI,6b9132f6-2cc9-4b2f-b4ef-59d4e4ad4fd7,42.6487504040967,-73.0888936689673
5245,717 Grady Hollow,,Springfield,,1109,Hampden County,FI,6b9a5f67-709b-4c8f-84a2-f2c7e8623dc7,42.0966293075164,-72.4392102928404
5246,686 Yost Drive,,Amherst,,,Hampshire County,FI,6b9a6939-268e-40b1-a558-4a3a2e188a06,42.3641962753914,-72.5420550863924
5247,546 Hirthe Route Unit 97,,Attleboro,,2861,Bristol County,FI,6b9e0d4b-e978-458a-94ec-113d06d9e221,41.9096373030142,-71.397284586016
5248,589 Beer Grove,,Sutton,,,Worcester County,FI,6babb03f-1b1e-45f3-808c-41fd580af668,42.121076367317,-71.7355013840502
5249,1009 Bogisich Wynd,,Ware,,1082,Hampshire County,FI,6baeb966-a489-46a8-bf8e-54de89c03c16,42.2813511287261,-72.2869195061997
5250,378 Waelchi Bypass Unit 60,,Easton,,,Bristol County,FI,6bbafaf6-202d-47c1-8317-a259b57d11e9,42.035692795245,-71.0849286458204
5251,951 Osinski Meadow Unit 27,,Taunton,,2767,Bristol County,FI,6bc1eb07-1ad0-42ba-a166-c2f1cfc87371,41.9405350603201,-71.092902790149
5252,692 Davis Walk,,North Andover,,,Essex County,FI,6bc2d010-2827-47d7-a087-127b47516beb,42.6467945161469,-71.044194338396
5253,154 Purdy Fort,,Marlborough,,,Middlesex County,FI,6bcbc743-38bb-4696-8561-157710c9bbc1,42.3440236984199,-71.5676507332081
5254,1004 Bailey Pathway,,Walpole,,2081,Norfolk County,FI,6bced4f6-1b56-4dcb-bb61-fe778dbf6dd2,42.1655150943261,-71.2788703962038
5255,987 Bartoletti Bypass,,Boston,,2131,Suffolk County,FI,6bd90351-a4e3-4c58-bbd1-088a821ba6af,42.3997752625788,-71.0293733298933
5256,705 Kreiger Street Unit 69,,Sudbury,,,Middlesex County,FI,6bdb1c1a-ad84-495c-8518-a0da0a475f6f,42.3634052385625,-71.4312193340024
5257,552 Casper Village,,Worcester,,1609,Worcester County,FI,6beae64e-b4a0-4524-b98e-711981549520,42.2615477332954,-71.6970127733999
5258,306 Murazik Hollow Unit 2,,New Bedford,,,Bristol County,FI,6beb7d7c-3cf2-4f5f-af28-17900e1c8e81,41.6893774220411,-70.9987913644535
5259,130 Dickens Throughway,,Chelsea,,,Suffolk County,FI,6bf28886-15be-4686-b22f-1af9d20f8076,42.4426613646881,-71.0030975481561
5260,214 Greenfelder Track,,Chicopee,,,Hampden County,FI,6bf39bed-b28d-466e-b86d-8507317dda53,42.1692484947385,-72.5329147540796
5261,201 Buckridge Mission Apt 99,,Holyoke,,,Hampden County,FI,6bf620f4-3fba-4a97-8237-4c9a772bb2c9,42.1974422892053,-72.681909621492
5262,813 Bednar Bay Unit 95,,Fall River,,2747,Bristol County,FI,6c06765f-fed3-4b3e-a4a3-04722c0e35c0,41.6647292370643,-70.9953723926998
5263,233 Greenholt Stravenue Apt 98,,Somerset,,2726,Bristol County,FI,6c08a08e-7297-4979-b9a5-1bf4ff089f4c,41.717844813337,-71.1588994869524
5264,121 Okuneva View,,Cohasset,,,Norfolk County,FI,6c0b00e5-f339-45cb-9a26-5d949d1d3fb8,42.3049908003322,-70.7836834156893
5265,679 Donnelly Quay Suite 77,,Lynnfield,,1940,Essex County,FI,6c0d49d8-b59d-4b24-b364-b7e7ee08c5c9,42.5115249564907,-71.0528667229956
5266,378 Satterfield Trace,,Fall River,,2747,Bristol County,FI,6c0f9a74-7b33-49f6-9dc9-217aded5f75c,41.7456122845012,-71.0959204191693
5267,992 Feil Branch Suite 33,,Holyoke,,1040,Hampden County,FI,6c1148ba-b078-41af-857c-de5abcb5314f,42.1790684077994,-72.6306012319049
5268,320 Koch Mission,,Newton,,2459,Middlesex County,FI,6c1207dc-0296-49ea-8e32-22b83769a06e,42.3310417478709,-71.1803995068876
5269,1090 Stark Mall Apt 38,,Bedford,,1730,Middlesex County,FI,6c236c48-8308-4782-80e1-7eb014962a7d,42.4831631820316,-71.3032481327171
5270,296 Kerluke Esplanade Suite 66,,Boston,,2119,Suffolk County,FI,6c247ff3-e85c-4826-8d90-5a2cbf6c6324,42.2463903252797,-71.0155339365878
5271,646 Kohler Loaf,,Dartmouth,,,Bristol County,FI,6c2802b1-ed42-408e-b8f2-dc5c9ed6c16f,41.5704017988136,-70.9128430182174
5272,1037 Bogisich Skyway,,Peabody,,1960,Essex County,FI,6c2b67df-97e7-4f35-ab73-651d51e5725c,42.5598448465282,-70.9390733835176
5273,692 Ratke Trace Unit 65,,Groton,,1450,Middlesex County,FI,6c2f5001-76c6-4b5f-be4b-5978d68f50a9,42.595884197316,-71.6035067121907
5274,346 Legros Lane,,Winchester,,,Middlesex County,FI,6c348d82-050f-48a4-8d43-2cbeaefd83c7,42.4073366296554,-71.176055156705
5275,319 Raynor Vale,,Barnstable,,,Barnstable County,FI,6c35a6d1-7820-42bd-93df-690e259bcc8d,41.6035168510467,-70.3851219056632
5276,333 Wolf Street,,Plymouth,,,Plymouth County,FI,6c435d52-7979-4a68-8499-f26c162e33d2,41.9298979001224,-70.6368163015192
5277,789 Trantow Bypass Unit 52,,Walpole,,,Norfolk County,FI,6c46b459-a554-4ca3-b7cc-e7fd54fe73e3,42.1694817675948,-71.2543370747596
5278,765 Borer Ranch,,Orleans,,,Barnstable County,FI,6c48bff6-9bad-482c-ae67-9526e9d98be9,41.7476517827442,-69.9665813375996
5279,332 Kihn Pathway Apt 20,,Gardner,,1440,Worcester County,FI,6c4b5012-e2b6-4107-95c2-9a015e36134e,42.5757288486646,-72.010277687016
5280,721 Towne Common Unit 29,,Shrewsbury,,,Worcester County,FI,6c57b636-a5c5-4b73-a70b-61d8a12f615c,42.2464875483752,-71.7245714455958
5281,157 Bins Spur Apt 76,,Worcester,,1609,Worcester County,FI,6c5d1343-c686-4d93-8586-4a582af545a0,42.2844272901095,-71.7702492599301
5282,329 Hessel Ranch,,Peabody,,1960,Essex County,FI,6c643ca4-f737-4297-a279-eb7a6f69542f,42.5696398309708,-71.0102854629493
5283,786 Armstrong Stravenue Suite 57,,Barnstable,,2630,Barnstable County,FI,6c67c360-87fa-456b-b0f0-d85486d4a129,41.683749201996,-70.2374893257849
5284,781 Prohaska Tunnel,,Hudson,,1749,Middlesex County,FI,6c6f60cb-626c-4e35-976a-0e7a44a8e304,42.4254722078371,-71.5026847466819
5285,486 Kihn Trafficway,,Springfield,,,Hampden County,FI,6c6fe29f-46e6-4926-8e97-c5a3c2d4700a,42.1200258042855,-72.585325907187
5286,620 Kiehn Street Suite 58,,Rehoboth,,,Bristol County,FI,6c708dd1-ed9e-4682-98a8-a8da37c9771e,41.8553227290283,-71.264158672301
5287,508 Keebler Haven,,Chelmsford,,,Middlesex County,FI,6c71cfbc-468b-47b7-8931-1aaff6a5ceba,42.5970776210101,-71.3910634894316
5288,973 Schmidt Trail,,Medford,,2145,Middlesex County,FI,6c720bd6-0be2-413e-923b-9d9d6d867a2f,42.4175439524764,-71.1584464425647
5289,896 Weber Lane,,Easthampton,,1027,Hampshire County,FI,6c730f91-ae1b-4d89-af95-17c29e73b4dc,42.2653336924245,-72.6590206080064
5290,400 Beahan Heights,,Fall River,,2720,Bristol County,FI,6c788d17-85e5-46c5-9def-35d849f4bfef,41.6607162305356,-71.1518879432588
5291,647 Lang Passage,,Pittsfield,,,Berkshire County,FI,6c7958ca-e255-4644-80fe-567f125aaf67,42.4925650487306,-73.305704379557
5292,643 Witting Trace Suite 14,,Boston,,2111,Suffolk County,FI,6c7e2ab8-78e5-41cb-9e73-d7d6b348e5a1,42.3247602978632,-71.1119375653918
5293,1080 Schumm Wynd Suite 60,,Chicopee,,1022,Hampden County,FI,6c7e8ffd-20e7-4b82-96d3-2190b5b30b26,42.158892852009,-72.5872999718969
5294,191 Crist Mission Apt 59,,Fall River,,,Bristol County,FI,6c7eb3da-870c-43fd-bfe1-9c353974004e,41.70382441523,-71.0785578926499
5295,169 Rippin Wall Suite 37,,Lynn,,1902,Essex County,FI,6c859181-f7ad-410e-9f4d-a21f79380a86,42.4164077655531,-70.9309119360047
5296,609 Douglas Mall,,New Bedford,,2748,Bristol County,FI,6c896dc1-91cb-44c6-b81f-610b8dcb7d2b,41.6027099963018,-70.9630252098951
5297,221 Mosciski Parade,,Malden,,2155,Middlesex County,FI,6c899981-85d5-4f59-a7c9-284e2c65981e,42.4573051241492,-71.0819277280522
5298,1043 Bins Fork Suite 25,,Revere,,2151,Suffolk County,FI,6c96c56b-ad67-4e64-94da-b179d7c6a741,42.3980622043898,-70.9815007532233
5299,836 Yost Street,,Marlborough,,,Middlesex County,FI,6ca240e9-692d-4ad9-a007-63df22034ba4,42.329446695472,-71.5847795861229
5300,906 Corwin Well,,Chelsea,,2150,Suffolk County,FI,6ca345bf-9144-48ca-92ce-c53a5dfa9904,42.3952821788127,-70.9772552705479
5301,556 Williamson Fort Unit 46,,Lowell,,,Middlesex County,FI,6ca72ba4-a4da-4c73-a9c6-6985d48a9905,42.6296483126018,-71.3044203553818
5302,902 Daugherty Plaza,,Leicester,,,Worcester County,FI,6ca8a329-320c-4497-9126-3d819198b7d6,42.2675422285471,-71.8798426640712
5303,780 Kohler Park,,Southbridge,,,Worcester County,FI,6cac4737-baa9-45b8-a8b2-9c18ca0b434d,42.0338919882002,-72.0124873844745
5304,744 Hayes Mill,,Natick,,,Middlesex County,FI,6cace263-f65c-4675-bc74-c58398a15bb3,42.289911805597,-71.3140897543572
5305,899 Marquardt Trace Apt 10,,Fairhaven,,,Bristol County,FI,6cb04673-d92d-408f-93c3-c6e9c308263e,41.6029891060283,-70.8456716471192
5306,320 Runolfsson Wall Unit 18,,Weymouth,,2191,Norfolk County,FI,6cb162a0-ac56-4216-ba21-ad0b44398c01,42.1939480536977,-70.9724066179698
5307,710 McClure Rest Apt 32,,Dedham,,,Norfolk County,FI,6cb80461-85a0-4522-8840-6fb230182d39,42.2029572369042,-71.1492268805069
5308,1021 Herzog Rest Suite 31,,Montague,,,Franklin County,FI,6cb898b0-42ca-4a03-b8c4-3f5b8cea1fc7,42.5292833808535,-72.564704184992
5309,977 Batz Parade Apt 11,,Uxbridge,,,Worcester County,FI,6cbecfbf-7796-4ea0-b43f-917c0bd4e7c9,42.0889731689594,-71.6664061490246
5310,691 Dooley Center Suite 76,,Lawrence,,1840,Essex County,FI,6cc41153-54a6-4cf3-8f97-8b15084e0b34,42.691933800205,-71.1209205126377
5311,425 Stoltenberg Parade,,Canton,,,Norfolk County,FI,6ccc503d-4c5b-4e71-b572-7e135e253d50,42.1714421408811,-71.1141372228288
5312,379 Schimmel Burg Apt 44,,Ashburnham,,,Worcester County,FI,6cde673c-ee98-4128-a96d-ba6d8fc38cf7,42.6193599887717,-71.9068749889581
5313,753 D'Amore Terrace Unit 85,,Marlborough,,,Middlesex County,FI,6ce7b256-81b0-49c5-8ec5-ef887c714805,42.3192088871969,-71.5325123119841
5314,1001 Gerlach Grove Apt 46,,Plymouth,,,Plymouth County,FI,6cee2c60-f7b1-4f57-a234-4af43d166aff,41.8388405078991,-70.6124591802341
5315,303 Carter Port Unit 42,,Belmont,,2138,Middlesex County,FI,6cf0834f-42ab-458b-9312-6e0f2f2ea40a,42.3685408229282,-71.2144749856122
5316,1042 Doyle Mission Suite 53,,Boston,,2120,Suffolk County,FI,6cf3d407-e1c0-4ad0-982b-20ee4ec2b014,42.2603942941087,-71.2054100371953
5317,454 Denesik Extension,,Cambridge,,2472,Middlesex County,FI,6d04bc67-517f-48d2-a724-6a2e17d63e2e,42.3399002324099,-71.0674813603617
5318,941 Mohr Brook Suite 33,,Westwood,,,Norfolk County,FI,6d066c16-f129-4a08-b103-cb91a23e9524,42.2673052265491,-71.2232545816166
5319,897 Spencer Road Apt 59,,Bellingham,,,Norfolk County,FI,6d0afd1a-1c08-4e95-af90-785e89b1bcb4,42.0466567294458,-71.4932462315691
5320,715 Bauch Tunnel Apt 46,,Pittsfield,,1201,Berkshire County,FI,6d0b3204-de31-4db9-ada3-00b5b3e5cb8b,42.4787851841227,-73.2540686041011
5321,149 Keebler Crossroad Suite 38,,Boston,,2467,Suffolk County,FI,6d10c60c-63c8-48be-9ae5-40df112c0a9e,42.2761507312396,-71.0211093812863
5322,615 Turner Track Apt 81,,Woburn,,1890,Middlesex County,FI,6d1c8cbe-96fe-4989-92a2-fb4445d71b0e,42.4913324804734,-71.1607440226917
5323,106 Upton Grove,,North Adams,,1247,Berkshire County,FI,6d1e918f-026e-411e-a394-06b14a476027,42.7259875931821,-73.0939329539667
5324,109 Hodkiewicz Corner,,New Bedford,,,Bristol County,FI,6d207531-1a7c-43a7-8575-03d4d0c95cce,41.5233434253856,-70.9820336392191
5325,110 Williamson Lock Suite 61,,Weymouth,,2188,Norfolk County,FI,6d227c52-5f2a-4e8d-962b-83815ff1417b,42.2159473888468,-70.975587974705
5326,236 Moore Dale,,Foxborough,,2035,Norfolk County,FI,6d2a9b9a-e875-4d76-a4fb-53e2843eed3a,42.0300341913729,-71.2379275231528
5327,144 Effertz Spur Unit 22,,Westminster,,,Worcester County,FI,6d42683c-6b13-495c-8794-0a9c9935d763,42.543126376735,-71.8718128976312
5328,403 Batz Quay Unit 2,,Mattapoisett,,,Plymouth County,FI,6d42859a-69d9-483b-9ca5-b7db71c915f5,41.6890863946125,-70.8550035422736
5329,255 Balistreri Course,,Plainville,,,Norfolk County,FI,6d4945bb-bd40-4fae-93b1-11982f59bb49,42.0524603392687,-71.3670404825737
5330,1009 Oberbrunner Rapid,,Lawrence,,1843,Essex County,FI,6d4b684a-7c98-4f73-9410-e8042692cf42,42.7065441582988,-71.1473907298412
5331,745 Lockman Rest Apt 26,,Boston,,2124,Suffolk County,FI,6d572db7-2e87-4f7b-90d2-a7921091c7ed,42.2976723250612,-71.1337522958351
5332,1002 Rogahn Union,,Barnstable,,2647,Barnstable County,FI,6d5c046d-ad95-40fd-b6b4-9dd1950336d2,41.6559703655166,-70.3666274945519
5333,184 Yundt Crossing Unit 69,,Waltham,,2452,Middlesex County,FI,6d5d010b-3adf-4f23-be61-0fab8e00ec89,42.3215508003885,-71.2524705358922
5334,868 Stokes Landing,,Quincy,,2171,Norfolk County,FI,6d694b14-eeef-4a41-859b-a915996ad9dd,42.2521136580752,-71.0602800505197
5335,846 Friesen Course,,Hanover,,,Plymouth County,FI,6d6a1413-089a-462b-9008-a1931a17e264,42.1147031311453,-70.8586663526637
5336,944 Kreiger Forge,,Chelsea,,2151,Suffolk County,FI,6d6dc02c-5fe6-4a5c-9a9c-18160a32ef5b,42.4460110153043,-71.0613844992104
5337,895 Schoen Overpass Unit 71,,Needham,,2492,Norfolk County,FI,6d6f2a7c-d40a-4885-ae6f-c4322db79f9b,42.2338576816668,-71.202050293501
5338,360 Conn Divide,,Reading,,,Middlesex County,FI,6d710717-077b-4bd0-bdc0-dfcf1753f630,42.4925361013129,-71.1055793909524
5339,165 Keebler Ville Apt 73,,Fitchburg,,1420,Worcester County,FI,6d71a07d-38d8-4a9f-8b6e-6bc47bb08197,42.5591215752275,-71.8338449419843
5340,472 Blanda Overpass,,Newburyport,,,Essex County,FI,6d790394-85b1-4823-9322-63af54c919aa,42.7707974032188,-70.9218255119634
5341,790 Bogisich Key,,Wakefield,,1880,Middlesex County,FI,6d7f416f-62d2-4e17-a5ec-db2b46f41b85,42.4649396013948,-71.082246844996
5342,188 Gislason Path,,North Andover,,,Essex County,FI,6d813830-9df1-464b-8a70-1209d866f4d2,42.6637669350509,-71.1326787148039
5343,763 Grady Orchard,,Easton,,,Bristol County,FI,6d8a37b5-9707-4d78-94f2-82fcbc516929,42.0736952716933,-71.0791568893426
5344,397 O'Keefe Gardens Apt 94,,Belmont,,2138,Middlesex County,FI,6d8c22cc-7640-4d4e-a58a-c89f1324a595,42.4288500249938,-71.123596093495
5345,244 Jenkins Pathway,,Boston,,2134,Suffolk County,FI,6d8e46bf-7d3a-46f4-ac34-11112af8a2ad,42.4013043338777,-71.0841050900219
5346,110 Gleason Rue Unit 0,,Beverly,,1915,Essex County,FI,6d91c85e-5a75-4350-94cf-661b2c97efb0,42.6037684310934,-70.8202047208724
5347,849 Kessler Neck Unit 9,,Amherst,,,Hampshire County,FI,6d9d909e-90ec-4039-b01e-f9ea733c94b3,42.3370478149561,-72.4823907136598
5348,966 Witting Crossing Suite 18,,Taunton,,2780,Bristol County,FI,6d9dc1f9-a1ca-45d0-8b95-f0d3597309dd,41.9121434604354,-71.0843272438896
5349,1083 Mann Burg,,Taunton,,2780,Bristol County,FI,6da5bd1f-a6cd-4a59-a677-d14d475b25ef,41.8667944763377,-71.0295737579252
5350,130 Nitzsche Gardens Suite 7,,Whitman,,,Plymouth County,FI,6da7fb21-ba3c-448b-b54d-7bd7db75ee5f,42.0696818982127,-70.9831311257856
5351,359 Connelly Passage Apt 67,,Great Barrington,,,Berkshire County,FI,6db9aa86-0439-4052-96f7-3d32fc4b1ad3,42.1987430535452,-73.3755515837642
5352,636 Labadie Track,,Boston,,2125,Suffolk County,FI,6dc72c93-d3f9-4ae0-9b82-f2fbabd0a2c6,42.3944104939292,-71.048888357324
5353,427 Rutherford Run Suite 8,,Springfield,,,Hampden County,FI,6dc90907-d5e0-4ed6-adb7-8d5f0c869e7e,42.0548476317277,-72.6268437822698
5354,1025 Robel Divide Suite 8,,Plymouth,,2360,Plymouth County,FI,6dcc2e23-174b-4f5b-a75d-4523d2ec1897,41.9308863324412,-70.6302106419367
5355,243 Goldner Quay,,Middleborough,,,Plymouth County,FI,6dcedbe1-6c19-4f1d-a72a-db9ffc54dfb0,41.8486782287852,-70.82901906942
5356,271 Hilpert Center Unit 48,,Shirley,,,Middlesex County,FI,6dcf0c07-41bf-407f-9a2b-a33d1b2a3385,42.5695805858926,-71.6637980224834
5357,129 Rosenbaum Heights,,Milford,,1757,Worcester County,FI,6de36f12-a42f-4185-96e6-c012af5a1659,42.2039506464782,-71.5135200376307
5358,948 Schumm Boulevard,,Deerfield,,,Franklin County,FI,6de98484-5483-4b05-87d2-f4404a9afcc5,42.4702958088258,-72.6509653750572
5359,578 Douglas Ranch,,New Bedford,,2747,Bristol County,FI,6dee92a9-bf5d-479d-8c9b-e9c99233a30b,41.6390779687249,-71.0059196224881
5360,664 Flatley Esplanade,,Bridgewater,,,Plymouth County,FI,6dfcb9de-f4cf-4a7c-8c84-feb4b90e7fcb,42.001887162153,-70.9809358539543
5361,136 Weber Esplanade,,Brockton,,2302,Plymouth County,FI,6e017075-e72d-414c-b14c-11ac52bfc3d9,42.0411346656741,-71.0444677596793
5362,703 Grant Divide Unit 48,,Middleborough,,,Plymouth County,FI,6e0ac708-ce94-471c-baf1-faaf6770fa8d,41.9082950770011,-70.8860972985083
5363,722 Jaskolski Estate,,Douglas,,,Worcester County,FI,6e0b2417-9d73-4203-a62e-7649e19d241b,42.0666238876373,-71.7937083875225
5364,940 Muller Arcade,,Boston,,2129,Suffolk County,FI,6e0c7eef-83ac-4c22-b432-9b59bfe10608,42.3787184205852,-71.1155055076188
5365,845 Jenkins Underpass,,Lynn,,1901,Essex County,FI,6e0d2500-2210-4f06-bcc2-f922473d8925,42.4575448891593,-70.993907449419
5366,844 Marks Arcade,,Rockland,,,Plymouth County,FI,6e0f32c2-0541-421c-b193-10eaf22f2635,42.1199771728006,-70.9246211881776
5367,218 Borer Burg Suite 12,,Wakefield,,,Middlesex County,FI,6e27cd3b-4e67-4140-b2d6-2f413ac54693,42.5158023378931,-71.0274811296042
5368,160 Harris Bridge Apt 3,,Boston,,2122,Suffolk County,FI,6e299ecb-265c-45d8-9a36-1afe564d25b5,42.2910222179016,-71.1530395996269
5369,931 Lesch Terrace Suite 18,,Danvers,,1937,Essex County,FI,6e2bbe1d-c890-4972-9b1e-a9cc9bfc4737,42.6240810011574,-70.9651006539408
